-1.501726,-9.455755
4.332590,-12.972488
16.960770,14.490745
14.966108,8.893173
-2.345103,15.755284
-1.755816,-9.465389
3.515138,-9.364427
18.125771,9.115084
-3.052976,12.558107
4.325731,-12.977379
16.839584,4.264620
1.430321,8.436824
1.705013,-9.503199
18.847170,5.448308
11.724667,14.142056
-3.049716,12.560533
11.088512,8.628008
17.028215,-9.932690
-3.052299,12.559148
11.446832,13.915293
2.033115,-11.970471
-1.588408,-9.491911
2.131246,1.843606
11.548303,13.911618
22.436634,4.977088
-6.926502,4.617343
3.398689,-6.142448
16.974800,14.473945
-0.499520,8.625854
-2.762655,-1.583005
2.236809,-4.185379
-1.615571,-9.530331
-5.933556,6.500123
11.123756,-13.156394
-1.416815,-9.351045
1.071018,-1.178747
11.060234,-12.614196
5.993145,-5.772128
16.860594,4.264931
1.453905,8.438821
-0.405818,13.029295
8.773728,-8.002501
14.953288,8.894311
-7.891893,0.527918
9.562646,10.262060
-2.598549,0.830149
-3.266270,7.912722
1.633385,-9.409828
1.372620,-1.255080
3.422894,-6.159544
11.036116,-13.141070
-3.516696,10.228433
-1.731515,-9.427532
1.503546,8.403984
-2.762850,-1.584047
4.036514,14.642174
3.415530,-6.141614
14.968082,8.888063
11.815495,10.622694
9.982793,16.971640
15.353185,5.652861
1.072735,-1.177685
17.031231,-9.969546
11.613908,13.924362
14.963099,8.890833
-1.420630,-9.412227
5.338863,8.494944
-3.507746,10.239981
1.702955,-9.497299
0.243374,-11.163255
2.115963,-12.022391
10.074598,14.907363
3.930794,-4.001546
17.015003,-9.936328
1.750010,-9.483716
1.695177,-9.419424
2.449874,-11.822221
-0.648130,13.184637
-1.068805,13.343584
17.399618,10.742338
1.458478,8.421891
-0.634132,13.183822
4.384625,-12.921145
-6.905588,4.593834
-3.111532,8.451077
17.119022,-10.172703
-4.143377,-2.022759
1.576487,-9.343165
7.035895,1.098063
-7.889865,0.530310
15.305754,1.320302
2.017113,-4.421185
-7.028357,4.714745
14.955238,8.878913
9.964958,12.145673
2.467278,-7.636462
17.266586,-7.120273
5.456661,8.552103
1.572412,-9.270793
-1.618307,-9.489346
11.173547,-13.005136
15.569481,-12.276525
17.034508,-9.950402
17.424677,-10.515252
1.355241,-14.668680
11.192651,-12.993095
4.401873,-0.614110
-5.841445,6.404335
6.301023,8.941043
-1.594524,-9.347510
-0.421227,13.038394
1.343201,-1.279718
-1.906008,2.799243
16.660831,-10.433193
-3.583317,-0.256253
11.119858,-12.984124
-7.088084,4.773933
3.413908,-6.151662
-3.027847,10.017323
-0.974144,-6.587120
10.519964,9.934401
11.154928,-13.180643
11.793048,8.999269
10.087011,14.893148
-4.020154,-3.852171
4.327654,-12.980645
2.622614,7.390545
10.073838,14.906131
11.283174,-12.673276
11.772571,14.129055
9.109262,16.566755
1.476624,8.391833
4.246611,-12.981573
2.626933,7.386044
6.890063,8.002913
11.260622,-12.654468
4.336601,-12.967980
8.308281,10.321244
10.858071,-12.579735
10.858501,-12.863915
13.757866,16.233149
3.955231,2.146228
1.199848,4.477298
11.244467,-12.695319
11.141511,-13.153183
11.451517,13.917311
-6.830298,-3.205226
2.528804,12.291001
9.991343,16.968029
17.164614,-10.124883
14.977498,8.884101
20.899246,5.410514
-1.659524,-9.297713
8.770745,-8.006138
-0.971764,-6.591177
11.564378,13.995462
14.962362,8.894372
0.577109,9.413787
10.477577,-13.168841
11.117930,-13.146552
8.037056,10.431273
1.361128,-14.686949
1.744322,16.426702
10.529344,-12.644405
1.642890,-9.405094
1.391339,8.404892
-1.587705,-9.500649
1.681993,-9.469738
15.228636,5.565763
15.605515,-12.262627
10.711714,-12.574915
10.054078,14.889595
10.038771,11.083467
-2.189004,11.763495
16.824701,4.270395
16.822609,4.307876
2.545160,12.310065
1.572108,-9.255578
11.688765,14.091464
8.781323,-8.001491
1.306417,11.704673
1.063757,-1.168628
11.650995,13.987197
1.551805,-9.303143
15.347334,5.641828
-3.053324,12.558754
8.178025,10.647375
8.430160,-7.705558
0.240279,-11.170768
3.479108,-6.206255
-7.927206,0.551906
-1.721954,-9.434852
-1.634087,-9.556806
-6.970619,4.662965
11.139547,-12.693149
13.616574,-8.350705
11.440529,14.041707
6.907356,2.450812
-1.637210,-9.517030
-6.824810,-3.211602
-7.053112,4.735588
-3.263976,7.926230
10.953881,-12.924073
23.093365,0.989956
11.607074,13.967097
11.802573,14.173851
2.469841,-7.637156
-1.655868,-9.563994
8.301258,10.326929
-7.894193,0.528997
11.114311,-12.760754
-7.881793,0.531591
13.747795,16.263018
11.423377,14.014127
17.045984,-9.981706
4.397917,-0.613900
-2.666742,15.529362
3.144249,8.780427
12.812192,17.859543
2.475687,-7.643450
2.495264,12.273543
16.586802,-10.392731
10.013467,12.139550
6.313620,9.515205
10.506206,9.928816
17.049715,-10.064636
9.097193,16.549446
3.392717,-6.137919
14.647720,9.048815
-0.407972,13.030982
16.984585,-10.024445
11.559972,13.929093
17.636044,14.842706
14.647628,9.050214
17.040327,-9.942146
16.934221,-10.053144
16.823769,4.268588
16.614422,-10.315761
16.827868,4.271929
-6.494322,-3.705728
2.001371,-4.384797
10.043336,11.084453
-4.130769,-2.014715
1.662618,-9.397380
-1.384471,-9.297195
9.122491,16.584625
13.679369,-8.332624
-1.699556,-9.436110
11.104142,-12.747367
