SK_ID_CURR,oin
TARGET,bin
NAME_CONTRACT_TYPE,cat
CODE_GENDER,bin
FLAG_OWN_CAR,bin
FLAG_OWN_REALTY,bin
CNT_CHILDREN,oin
AMT_INCOME_TOTAL,num
AMT_CREDIT,num
AMT_ANNUITY,num
AMT_GOODS_PRICE,num
NAME_TYPE_SUITE,cat
NAME_INCOME_TYPE,cat
NAME_EDUCATION_TYPE,cat
NAME_FAMILY_STATUS,cat
NAME_HOUSING_TYPE,cat
REGION_POPULATION_RELATIVE,num
DAYS_BIRTH,num
DAYS_EMPLOYED,num
DAYS_REGISTRATION,num
DAYS_ID_PUBLISH,num
OWN_CAR_AGE,oin
FLAG_MOBIL,bin
FLAG_EMP_PHONE,bin
FLAG_WORK_PHONE,bin
FLAG_CONT_MOBILE,bin
FLAG_PHONE,bin
FLAG_EMAIL,bin
OCCUPATION_TYPE,cat
CNT_FAM_MEMBERS,oin
REGION_RATING_CLIENT,oin
REGION_RATING_CLIENT_W_CITY,oin
WEEKDAY_APPR_PROCESS_START,cat
HOUR_APPR_PROCESS_START,oin
REG_REGION_NOT_LIVE_REGION,bin
REG_REGION_NOT_WORK_REGION,bin
LIVE_REGION_NOT_WORK_REGION,bin
REG_CITY_NOT_LIVE_CITY,bin
REG_CITY_NOT_WORK_CITY,bin
LIVE_CITY_NOT_WORK_CITY,bin
ORGANIZATION_TYPE,cat
EXT_SOURCE_1,num
EXT_SOURCE_2,num
EXT_SOURCE_3,num
APARTMENTS_AVG,num
BASEMENTAREA_AVG,num
YEARS_BEGINEXPLUATATION_AVG,num
YEARS_BUILD_AVG,num
COMMONAREA_AVG,num
ELEVATORS_AVG,num
ENTRANCES_AVG,num
FLOORSMAX_AVG,num
FLOORSMIN_AVG,num
LANDAREA_AVG,num
LIVINGAPARTMENTS_AVG,num
LIVINGAREA_AVG,num
NONLIVINGAPARTMENTS_AVG,num
NONLIVINGAREA_AVG,num
APARTMENTS_MODE,num
BASEMENTAREA_MODE,num
YEARS_BEGINEXPLUATATION_MODE,num
YEARS_BUILD_MODE,num
COMMONAREA_MODE,num
ELEVATORS_MODE,num
ENTRANCES_MODE,num
FLOORSMAX_MODE,num
FLOORSMIN_MODE,num
LANDAREA_MODE,num
LIVINGAPARTMENTS_MODE,num
LIVINGAREA_MODE,num
NONLIVINGAPARTMENTS_MODE,num
NONLIVINGAREA_MODE,num
APARTMENTS_MEDI,num
BASEMENTAREA_MEDI,num
YEARS_BEGINEXPLUATATION_MEDI,num
YEARS_BUILD_MEDI,num
COMMONAREA_MEDI,num
ELEVATORS_MEDI,num
ENTRANCES_MEDI,num
FLOORSMAX_MEDI,num
FLOORSMIN_MEDI,num
LANDAREA_MEDI,num
LIVINGAPARTMENTS_MEDI,num
LIVINGAREA_MEDI,num
NONLIVINGAPARTMENTS_MEDI,num
NONLIVINGAREA_MEDI,num
FONDKAPREMONT_MODE,cat
HOUSETYPE_MODE,cat
TOTALAREA_MODE,num
WALLSMATERIAL_MODE,cat
EMERGENCYSTATE_MODE,bin
OBS_30_CNT_SOCIAL_CIRCLE,oin
DEF_30_CNT_SOCIAL_CIRCLE,oin
OBS_60_CNT_SOCIAL_CIRCLE,oin
DEF_60_CNT_SOCIAL_CIRCLE,oin
DAYS_LAST_PHONE_CHANGE,num
FLAG_DOCUMENT_2,bin
FLAG_DOCUMENT_3,bin
FLAG_DOCUMENT_4,bin
FLAG_DOCUMENT_5,bin
FLAG_DOCUMENT_6,bin
FLAG_DOCUMENT_7,bin
FLAG_DOCUMENT_8,bin
FLAG_DOCUMENT_9,bin
FLAG_DOCUMENT_10,bin
FLAG_DOCUMENT_11,bin
FLAG_DOCUMENT_12,bin
FLAG_DOCUMENT_13,bin
FLAG_DOCUMENT_14,bin
FLAG_DOCUMENT_15,bin
FLAG_DOCUMENT_16,bin
FLAG_DOCUMENT_17,bin
FLAG_DOCUMENT_18,bin
FLAG_DOCUMENT_19,bin
FLAG_DOCUMENT_20,bin
FLAG_DOCUMENT_21,bin
AMT_REQ_CREDIT_BUREAU_HOUR,oin
AMT_REQ_CREDIT_BUREAU_DAY,oin
AMT_REQ_CREDIT_BUREAU_WEEK,oin
AMT_REQ_CREDIT_BUREAU_MON,oin
AMT_REQ_CREDIT_BUREAU_QRT,oin
AMT_REQ_CREDIT_BUREAU_YEAR,oin
