date_week,t,trend,season_sin,season_cos,event_1,event_2,x1,x2,x3,x4,x5,x1_adstock_true,x2_adstock_true,x3_adstock_true,x4_adstock_true,x5_adstock_true,x1_contribution_true,x2_contribution_true,x3_contribution_true,x4_contribution_true,x5_contribution_true,baseline_true,media_total_true,y_true,noise,y
2016-01-04,0,0.0,0.0,1.0,0.0,0.0,192.3980720590618,6.979904713247661,42.479187768280404,25.23218055076682,16.098733617231353,0.2154521028599266,0.2791922766076236,0.00367430168275817,5.149169046229064,0.123518768903805,0.4309042057198532,0.41878841491143537,0.004409162019309804,9.268504283212316,0.123518768903805,114.0,10.24612483476672,124.24612483476672,-23.34180670855592,100.9043181262108
2016-01-11,1,0.0019267822736030828,0.12053668025532305,0.992708874098054,0.0,0.0,87.38705174836143,174.17943198609862,52.36115247729472,99.12610572062067,26.088146187280664,2.7140191137559175,8.645169977417432,0.04730355847572174,34.94072508800289,1.2647135654871564,5.428038227511835,12.967754966126147,0.05676427017086609,62.893305158405205,1.2647135654871564,115.52486899940041,82.61057618770121,198.13544518710162,-1.109526977584166,197.02591820951747
2016-01-18,2,0.0038535645472061657,0.23931566428755774,0.970941817426052,0.0,0.0,46.96606318426452,54.73997061614718,52.99369276386753,100.94003076808403,14.220066905597502,16.806752731708762,47.116401989507466,0.37600380406149464,83.54476306516013,5.710595897010379,33.613505463417525,70.6746029842612,0.45120456487379357,150.38057351728824,5.710595897010379,117.11550122874408,260.8304824268511,377.9459836555952,12.079429659468687,390.02541331506393
2016-01-25,3,0.005780346820809248,0.3546048870425356,0.9350162426854148,0.0,0.0,24.7762853035294,44.472338572804375,63.137358117532685,53.590792938278824,155.1383555369954,53.11802763664644,92.75514501236539,1.9713119137321624,90.24017772206915,14.375996056920563,106.23605527329288,139.13271751854808,2.3655742964785946,162.43231989972446,14.375996056920563,118.74920743117252,424.54266304496457,543.2918704761371,4.460908905853034,547.7527793819901
2016-02-01,4,0.007707129094412331,0.4647231720437685,0.8854560256532099,0.0,0.0,27.87628373320103,29.66219964319226,64.08475625547898,50.95046497936251,88.28115198958952,89.61109860701595,77.96141882624858,6.977492912778395,63.11171686598612,27.900633690667707,179.2221972140319,116.94212823937286,8.372991495334073,113.60109035877501,27.900633690667707,120.40267023430539,446.0390409981816,566.441711232487,13.143420075395806,579.5851313078829
2016-02-08,5,0.009633911368015413,0.5680647467311558,0.8229838658936564,0.0,0.0,47.57465724768973,24.675169983707214,43.15681618121829,28.960846394343964,61.46842207085116,88.34268202514174,47.69973076420876,17.212072968944362,47.44142624384536,56.27872182359025,176.68536405028348,71.54959614631314,20.654487562733234,85.39456723892165,56.27872182359025,122.0522841700362,410.5627368218417,532.6150209918779,1.4323341829580014,534.047355174836
2016-02-15,6,0.011560693641618497,0.6631226582407952,0.7485107481711011,0.0,0.0,36.80638571482212,17.090245085621216,164.02161491856248,29.36620863028388,48.481296724029576,60.79151253926005,32.81430098131315,31.06995050226957,33.749834991914504,88.43619794874725,121.5830250785201,49.22145147196973,37.28394060272348,60.749702985446106,88.43619794874725,123.67449989541207,357.27431808740664,480.9488179828187,8.095183532308504,489.0440015151272
2016-02-22,7,0.01348747591522158,0.7485107481711011,0.6631226582407953,0.0,0.0,32.57667503737631,38.914190613725964,99.57213889207604,11.445948860171256,83.48797949671741,40.07416526187958,25.47712261831889,43.99703647820293,25.81643958885049,89.85236376452734,80.14833052375916,38.21568392747834,52.796443773843514,46.46959125993088,89.85236376452734,125.24616759508243,307.48241324953926,432.72858084462166,11.376806370061036,444.1053872146827
2016-02-29,8,0.015414258188824663,0.8229838658936564,0.5680647467311559,0.0,0.0,60.44886387485951,13.471219414506258,55.69537911918622,38.75692243287156,104.10206490462954,35.150888909962795,24.575059654194757,53.266158829144736,20.83141909648872,72.39850851024795,70.30177781992559,36.86258948129213,63.91939059497368,37.49655437367969,72.39850851024795,126.7448745577358,280.978820780119,407.7236953378548,6.480067832699299,414.2037631705541
2016-03-07,9,0.017341040462427744,0.8854560256532099,0.4647231720437686,0.0,0.0,73.63070924519054,12.170831724115125,104.40814577484277,30.511912713228213,39.667470386563735,37.57752344086269,25.89267804361199,60.42078364557913,31.41834494950247,67.085080384745,75.15504688172538,38.839017065417984,72.50494037469495,56.55302090910445,67.085080384745,128.14927200389963,310.13710561568774,438.28637761958737,-6.657783298367698,431.6285943212197
